mean_R,mean_G,mean_B,std_R,std_G,std_B,min_R,min_G,min_B,max_R,max_G,max_B,mean_S,std_S,mean_V,std_V,rms,sobel_mean,sobel_std,sobel_pct_strong,laplacian_mean_abs,laplacian_std_abs,gabor_mean_abs_0,gabor_std_abs_0,gabor_mean_abs_45,gabor_std_abs_45,gabor_mean_abs_90,gabor_std_abs_90,gabor_mean_abs_135,gabor_std_abs_135,mean_block_0_0,pct_bright_block_0_0,mean_block_0_1,pct_bright_block_0_1,mean_block_0_2,pct_bright_block_0_2,mean_block_1_0,pct_bright_block_1_0,mean_block_1_1,pct_bright_block_1_1,mean_block_1_2,pct_bright_block_1_2,mean_block_2_0,pct_bright_block_2_0,mean_block_2_1,pct_bright_block_2_1,mean_block_2_2,pct_bright_block_2_2,H_shannon,center_mean_ratio,center_bright_ratio,lum_centroid_x,lum_centroid_y,filename,painter,genre,label
147.90695,145.83147,138.4416,38.261703,41.925488,38.412308,0.0,0.0,0.0,255.0,255.0,255.0,0.16876622,0.09814746,0.61103714,0.14958861,0.15383099019527435,0.42007315158843994,0.38134899735450745,0.25,0.430643767118454,0.4391254782676697,4.196300983428955,2.2433829307556152,7.234853744506836,2.0243723392486572,3.8348608016967773,1.951551914215088,7.242208003997803,2.123863697052002,0.00234888750128448,0.14045438534695315,0.0024881456047296524,0.13097334742280145,0.002456334652379155,0.06299166373136081,0.0019478779286146164,0.09648350358107315,0.0022121877409517765,0.16085476106610308,0.0021836361847817898,0.03783609252084067,0.0020666485652327538,0.06915580603498885,0.002205437980592251,0.07667018903369731,0.0022418552543967962,0.12389926030292356,-1419.5654257797273,0.9880199432373047,1.6097654894009348,0.5091144249654297,-0.17123945700323565,Alfred_Sisley_8.jpg,Alfred_Sisley,Impresionismo,4
157.92491,149.52213,139.12076,37.27282,43.920372,50.64105,4.0,0.0,0.0,255.0,255.0,255.0,0.18311317,0.15429288,0.6347374,0.15403004,0.16441921889781952,0.26500752568244934,0.2704349756240845,0.24999979128419494,0.3051145374774933,0.35623395442962646,3.8274195194244385,1.3788294792175293,7.493839263916016,2.0789997577667236,3.8241353034973145,1.5401520729064941,7.496647834777832,2.2036349773406982,0.0028400104492902756,0.19983141035772614,0.0028834519907832146,0.2703982177666388,0.0027723032981157303,0.12014269909006751,0.002574668964371085,0.07088291298817614,0.0026008218992501497,0.13432229221702907,0.0021925868932157755,0.08120150225413383,0.0015850377967581153,0.006261900998743104,0.0017463756958022714,0.008918693129219444,0.0016880892217159271,0.00848216637690322,-1419.188300806091,1.1208593845367432,1.3425637454808421,0.4932837633763374,-0.31043418939960987,Alfred_Sisley_9.jpg,Alfred_Sisley,Impresionismo,4
164.26828,165.16435,156.98828,47.34748,45.929714,45.971264,0.0,0.0,0.0,250.0,250.0,242.0,0.104211695,0.12598412,0.65951425,0.17435496,0.18078270554542542,0.27604344487190247,0.32652273774147034,0.25000110793503066,0.2643234133720398,0.3028854727745056,4.421073913574219,2.202458620071411,8.16254711151123,2.2019317150115967,4.5025224685668945,2.3917765617370605,8.172920227050781,2.286424398422241,0.0028781192377209663,0.08021208483393358,0.003123643808066845,0.40712284913965585,0.003008531406521797,0.2729891956782713,0.002209495287388563,0.005822328931572629,0.0024313111789524555,0.0962985194077631,0.002359224483370781,0.02701080432172869,0.0017631460214033723,0.000820328131252501,0.0023539999965578318,0.008083233293317327,0.002637325320392847,0.003721488595438175,-1419.5654257797273,0.9612084031105042,0.9607637776314683,0.5175788137508713,-0.1993844885187177,Camille_Pissarro_1.jpg,Camille_Pissarro,Impresionismo,4
140.41061,125.27772,112.94673,62.592617,72.441925,77.50547,0.0,0.0,0.0,255.0,253.0,255.0,0.30957532,0.25996363,0.5548528,0.24910814,0.2730970084667206,0.2695832848548889,0.2662828266620636,0.25,0.31988364458084106,0.349319189786911,3.3498401641845703,1.8425252437591553,6.387950897216797,3.4207170009613037,3.4652178287506104,2.0378053188323975,6.395750999450684,3.4601855278015137,0.0032187141478061676,0.37206439393939394,0.003155982121825218,0.2136126893939394,0.0029605855233967304,0.11242897727272727,0.0020172786898911,0.17462121212121212,0.0011170435464009643,0.008806818181818181,0.0014700585743412375,0.021543560606060608,0.0013095153262838721,4.734848484848485e-05,0.0013613593764603138,0.0003551136363636364,0.0011955957161262631,2.3674242424242424e-05,-1419.5654257797273,0.564599871635437,0.08772664465198585,0.4823125706700299,-0.13502686068129388,Camille_Pissarro_10.jpg,Camille_Pissarro,Impresionismo,4
136.40857,103.28514,63.39406,44.641876,46.93602,43.0972,4.0,0.0,0.0,255.0,254.0,239.0,0.5731098,0.22452563,0.5514491,0.17313462,0.16393038630485535,0.5274133682250977,0.3662981390953064,0.24999878203847783,0.5560434460639954,0.4723498821258545,3.184650182723999,2.2942583560943604,5.420516490936279,2.407991647720337,3.002685308456421,1.9814523458480835,5.4134202003479,2.3013033866882324,0.002004024339839816,0.21818181818181817,0.001969056436792016,0.1798274717982747,0.0018744077533483505,0.1344835213448352,0.0016869913088157773,0.07905330679053307,0.0017815404571592808,0.14019022340190224,0.0016401808243244886,0.06662242866622428,0.0013133350294083357,0.0036275160362751603,0.0014417547499760985,0.048263658482636584,0.001363144489005208,0.037602300376023,-1419.5654257797273,1.063639760017395,1.389776687095255,0.4943135655334015,-0.13193617802899038,Camille_Pissarro_2.jpg,Camille_Pissarro,Impresionismo,4
86.216774,79.86303,62.18205,46.852867,43.74431,40.866707,0.0,0.0,0.0,255.0,255.0,253.0,0.3564261,0.20410211,0.34493864,0.18345723,0.17248402535915375,0.300336092710495,0.2975984513759613,0.25,0.2818872928619385,0.33449774980545044,2.3726584911346436,1.6694939136505127,4.007765293121338,2.200315475463867,2.4155547618865967,1.9940587282180786,4.006303787231445,2.13431453704834,0.001157209393568337,0.15326286764705882,0.0015782671980559826,0.2382123161764706,0.001735549420118332,0.30903033088235293,0.0008399946964345872,0.0029871323529411763,0.001341984374448657,0.05618106617647059,0.0013082543155178428,0.09326746323529411,0.0007411272381432354,0.006318933823529412,0.0012035443214699626,0.02741268382352941,0.0011727602686733007,0.016704963235294117,-1419.5654257797273,1.090179443359375,0.5597099785763183,0.5492234376191608,-0.1649620658706728,Camille_Pissarro_3.jpg,Camille_Pissarro,Impresionismo,4
69.747765,70.07033,61.869144,62.93987,57.95853,46.104477,0.0,0.0,0.0,231.0,230.0,200.0,0.34699747,0.22018792,0.29590878,0.23005207,0.2267025113105774,0.148849219083786,0.15238896012306213,0.25,0.1312331110239029,0.15311622619628906,1.8435035943984985,1.5811131000518799,3.453932285308838,2.881335973739624,1.8005553483963013,1.5551217794418335,3.4533891677856445,2.910604238510132,0.0017690525855869055,0.0005322128851540616,0.0010920631466433406,0.0892717086834734,0.0023820986971259117,0.713641456582633,0.00133896479383111,8.403361344537815e-05,0.0007715967367403209,0.008627450980392156,0.0011715783039107919,0.08907563025210084,0.000374279246898368,0.0,0.0003608877887018025,0.00011204481792717087,0.0003041059535462409,0.0,-1419.5654257797273,0.7260403037071228,0.0861458053083948,0.5115152694201135,-0.14334274726795837,Camille_Pissarro_4.jpg,Camille_Pissarro,Impresionismo,4
150.28888,135.32549,102.89709,46.073654,54.552,56.93086,0.0,0.0,0.0,254.0,236.0,241.0,0.37616968,0.23482056,0.5981085,0.18304284,0.19932502508163452,0.3771129846572876,0.3471085727214813,0.25,0.36360964179039,0.38913238048553467,3.7550230026245117,1.8662726879119873,6.878389358520508,2.794628381729126,3.7405338287353516,1.9804662466049194,6.792218208312988,2.5826988220214844,0.0027577003929764032,0.4581845238095238,0.002597654704004526,0.1795138888888889,0.002867284696549177,0.2365079365079365,0.0020486845169216394,0.0035714285714285713,0.001758864731527865,0.0015873015873015873,0.0017722935881465673,0.003968253968253968,0.0017125379526987672,0.0019345238095238096,0.0017359635094180703,0.011061507936507937,0.0016175111522898078,0.007886904761904762,-1419.5654257797273,0.8389490842819214,0.015799000018338602,0.49611577107976357,-0.11785166946376115,Camille_Pissarro_5.jpg,Camille_Pissarro,Impresionismo,4
92.584076,92.83155,84.23725,44.66304,39.19428,42.40256,0.0,0.0,0.0,234.0,231.0,253.0,0.3433589,0.18520792,0.4180696,0.1717456,0.1538170874118805,0.47205251455307007,0.3254348635673523,0.2500010901368776,0.5570197105407715,0.48838669061660767,2.4870028495788574,1.4983118772506714,4.588749885559082,1.9330246448516846,2.4408562183380127,1.4626315832138062,4.588800430297852,2.0523314476013184,0.0016965806717053056,0.2021615875265769,0.001595573965460062,0.13359319631467045,0.0015455689281225204,0.0956177651783605,0.0012048729695379734,0.038172297031262306,0.0013192917685955763,0.060634695645326406,0.0010387459769845009,0.07215135050003937,0.0016271885251626372,0.12806126466650916,0.0013146518031135201,0.06996613906606819,0.0013531765434890985,0.09738955823293173,-1419.5654257797273,0.9352447390556335,0.6078680150222856,0.4864465440457463,-0.20897158585947231,Camille_Pissarro_6.jpg,Camille_Pissarro,Impresionismo,4
113.04082,125.33581,116.015274,65.99078,64.19405,67.00485,0.0,0.0,0.0,255.0,255.0,255.0,0.29648918,0.19201264,0.52180237,0.25243264,0.25216084718704224,0.4109826982021332,0.3723687529563904,0.25,0.4393473267555237,0.47533804178237915,3.1995387077331543,1.9552640914916992,6.014160633087158,3.303337574005127,3.202014923095703,2.0044643878936768,6.012442588806152,3.243939161300659,0.002059333957731724,0.07119799139167862,0.0030423887073993683,0.42455762792922047,0.0029451942536979914,0.36465805834528936,0.0014104220317676663,0.0019428503108560498,0.0008510710904374719,0.012553802008608322,0.0013556835474446416,0.02699067431850789,0.0015283258398994803,0.0001793400286944046,0.0017162770964205265,2.9890004782400767e-05,0.0017806116957217455,2.9890004782400767e-05,-1419.553928307238,0.4589524269104004,0.12524019690201968,0.5186046933477333,-0.18794816129388744,Camille_Pissarro_7.jpg,Camille_Pissarro,Impresionismo,4
151.48125,126.38568,90.37693,71.27738,57.011143,40.56511,0.0,0.0,0.0,255.0,238.0,216.0,0.3874602,0.15945613,0.5951825,0.278026,0.23053433001041412,0.3226231336593628,0.3306044042110443,0.2500018629050887,0.34072279930114746,0.3957917392253876,3.656255006790161,2.0424087047576904,6.496692657470703,2.888237714767456,3.532440185546875,1.8600451946258545,6.466788291931152,2.922736644744873,0.0027230530977249146,0.27853973376361435,0.002776029286906123,0.2408229124647035,0.002760927192866802,0.127470754336426,0.0016018303576856852,0.025413473174667203,0.002341636223718524,0.19665187575635337,0.0019383588805794716,0.013110125050423558,0.0011701923795044422,0.004033884630899556,0.0014010980958119035,0.01189995966115369,0.0012595053995028138,0.004033884630899556,-1419.5654257797273,1.1725951433181763,1.962209106534672,0.506433696296989,-0.09539956879577391,Camille_Pissarro_8.jpg,Camille_Pissarro,Impresionismo,4
